"REF_DATE","GEO","DGUID","Country of residence","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-04","Yukon","2016A000260","Gabon","Persons","249","units","0","v129120","12.82","0","","","","0"
"2019-12","Yukon","2016A000260","Gambia","Persons","249","units","0","v129122","12.83","0","","","","0"
"2020-01","Yukon","2016A000260","Gambia","Persons","249","units","0","v129122","12.83","0","","","","0"
"2020-02","Yukon","2016A000260","Gambia","Persons","249","units","0","v129122","12.83","0","","","","0"
"2020-03","Yukon","2016A000260","Gambia","Persons","249","units","0","v129122","12.83","0","","","","0"
"2020-04","Yukon","2016A000260","Gambia","Persons","249","units","0","v129122","12.83","0","","","","0"
"2019-12","Yukon","2016A000260","Ghana","Persons","249","units","0","v129123","12.84","0","","","","0"
"2020-01","Yukon","2016A000260","Ghana","Persons","249","units","0","v129123","12.84","0","","","","0"
"2020-02","Yukon","2016A000260","Ghana","Persons","249","units","0","v129123","12.84","0","","","","0"
"2020-03","Yukon","2016A000260","Ghana","Persons","249","units","0","v129123","12.84","0","","","","0"
"2020-04","Yukon","2016A000260","Ghana","Persons","249","units","0","v129123","12.84","0","","","","0"
"2019-12","Yukon","2016A000260","Guinea","Persons","249","units","0","v129124","12.85","0","","","","0"
"2020-01","Yukon","2016A000260","Guinea","Persons","249","units","0","v129124","12.85","0","","","","0"
"2020-02","Yukon","2016A000260","Guinea","Persons","249","units","0","v129124","12.85","0","","","","0"
"2020-03","Yukon","2016A000260","Guinea","Persons","249","units","0","v129124","12.85","0","","","","0"
"2020-04","Yukon","2016A000260","Guinea","Persons","249","units","0","v129124","12.85","0","","","","0"
"2019-12","Yukon","2016A000260","Guinea-Bissau","Persons","249","units","0","v129125","12.86","0","","","","0"
"2020-01","Yukon","2016A000260","Guinea-Bissau","Persons","249","units","0","v129125","12.86","0","","","","0"
"2020-02","Yukon","2016A000260","Guinea-Bissau","Persons","249","units","0","v129125","12.86","0","","","","0"
"2020-03","Yukon","2016A000260","Guinea-Bissau","Persons","249","units","0","v129125","12.86","0","","","","0"
"2020-04","Yukon","2016A000260","Guinea-Bissau","Persons","249","units","0","v129125","12.86","0","","","","0"
"2019-12","Yukon","2016A000260","Lesotho","Persons","249","units","0","v129128","12.89","0","","","","0"
"2020-01","Yukon","2016A000260","Lesotho","Persons","249","units","0","v129128","12.89","0","","","","0"
"2020-02","Yukon","2016A000260","Lesotho","Persons","249","units","0","v129128","12.89","0","","","","0"
"2020-03","Yukon","2016A000260","Lesotho","Persons","249","units","0","v129128","12.89","0","","","","0"
"2020-04","Yukon","2016A000260","Lesotho","Persons","249","units","0","v129128","12.89","0","","","","0"
"2019-12","Yukon","2016A000260","Liberia","Persons","249","units","0","v129129","12.90","0","","","","0"
"2020-01","Yukon","2016A000260","Liberia","Persons","249","units","0","v129129","12.90","0","","","","0"
"2020-02","Yukon","2016A000260","Liberia","Persons","249","units","0","v129129","12.90","0","","","","0"
"2020-03","Yukon","2016A000260","Liberia","Persons","249","units","0","v129129","12.90","0","","","","0"
"2020-04","Yukon","2016A000260","Liberia","Persons","249","units","0","v129129","12.90","0","","","","0"
"2019-12","Yukon","2016A000260","Libya","Persons","249","units","0","v129130","12.91","0","","","","0"
"2020-01","Yukon","2016A000260","Libya","Persons","249","units","0","v129130","12.91","0","","","","0"
"2020-02","Yukon","2016A000260","Libya","Persons","249","units","0","v129130","12.91","0","","","","0"
"2020-03","Yukon","2016A000260","Libya","Persons","249","units","0","v129130","12.91","0","","","","0"
"2020-04","Yukon","2016A000260","Libya","Persons","249","units","0","v129130","12.91","0","","","","0"
"2019-12","Yukon","2016A000260","Kenya","Persons","249","units","0","v129127","12.88","0","","","","0"
"2020-01","Yukon","2016A000260","Kenya","Persons","249","units","0","v129127","12.88","0","","","","0"
"2020-02","Yukon","2016A000260","Kenya","Persons","249","units","0","v129127","12.88","0","","","","0"
"2020-03","Yukon","2016A000260","Kenya","Persons","249","units","0","v129127","12.88","0","","","","0"
"2020-04","Yukon","2016A000260","Kenya","Persons","249","units","0","v129127","12.88","0","","","","0"
"2019-12","Yukon","2016A000260","Madagascar","Persons","249","units","0","v129131","12.92","0","","","","0"
"2020-01","Yukon","2016A000260","Madagascar","Persons","249","units","0","v129131","12.92","0","","","","0"
"2020-02","Yukon","2016A000260","Madagascar","Persons","249","units","0","v129131","12.92","0","","","","0"
"2020-03","Yukon","2016A000260","Madagascar","Persons","249","units","0","v129131","12.92","0","","","","0"
"2020-04","Yukon","2016A000260","Madagascar","Persons","249","units","0","v129131","12.92","0","","","","0"
"2019-12","Yukon","2016A000260","Malawi","Persons","249","units","0","v129133","12.93","0","","","","0"
"2020-01","Yukon","2016A000260","Malawi","Persons","249","units","0","v129133","12.93","0","","","","0"
"2020-02","Yukon","2016A000260","Malawi","Persons","249","units","0","v129133","12.93","0","","","","0"
"2020-03","Yukon","2016A000260","Malawi","Persons","249","units","0","v129133","12.93","0","","","","0"
"2020-04","Yukon","2016A000260","Malawi","Persons","249","units","0","v129133","12.93","0","","","","0"
"2019-12","Yukon","2016A000260","Mali","Persons","249","units","0","v129134","12.94","0","","","","0"
"2020-01","Yukon","2016A000260","Mali","Persons","249","units","0","v129134","12.94","0","","","","0"
"2020-02","Yukon","2016A000260","Mali","Persons","249","units","0","v129134","12.94","0","","","","0"
"2020-03","Yukon","2016A000260","Mali","Persons","249","units","0","v129134","12.94","0","","","","0"
"2020-04","Yukon","2016A000260","Mali","Persons","249","units","0","v129134","12.94","0","","","","0"
"2019-12","Yukon","2016A000260","Mauritania","Persons","249","units","0","v129135","12.95","0","","","","0"
"2020-01","Yukon","2016A000260","Mauritania","Persons","249","units","0","v129135","12.95","0","","","","0"
"2020-02","Yukon","2016A000260","Mauritania","Persons","249","units","0","v129135","12.95","0","","","","0"
"2020-03","Yukon","2016A000260","Mauritania","Persons","249","units","0","v129135","12.95","0","","","","0"
"2020-04","Yukon","2016A000260","Mauritania","Persons","249","units","0","v129135","12.95","0","","","","0"
"2019-12","Yukon","2016A000260","Mauritius","Persons","249","units","0","v129136","12.96","0","","","","0"
"2020-01","Yukon","2016A000260","Mauritius","Persons","249","units","0","v129136","12.96","0","","","","0"
"2020-02","Yukon","2016A000260","Mauritius","Persons","249","units","0","v129136","12.96","0","","","","0"
"2020-03","Yukon","2016A000260","Mauritius","Persons","249","units","0","v129136","12.96","0","","","","0"
"2020-04","Yukon","2016A000260","Mauritius","Persons","249","units","0","v129136","12.96","0","","","","0"
"2019-12","Yukon","2016A000260","Mayotte","Persons","249","units","0","v122610725","12.269","0","","","","0"
"2020-01","Yukon","2016A000260","Mayotte","Persons","249","units","0","v122610725","12.269","0","","","","0"
"2020-02","Yukon","2016A000260","Mayotte","Persons","249","units","0","v122610725","12.269","0","","","","0"
"2020-03","Yukon","2016A000260","Mayotte","Persons","249","units","0","v122610725","12.269","0","","","","0"
"2020-04","Yukon","2016A000260","Mayotte","Persons","249","units","0","v122610725","12.269","0","","","","0"
"2019-12","Yukon","2016A000260","Morocco","Persons","249","units","0","v129137","12.97","0","","","","0"
"2020-01","Yukon","2016A000260","Morocco","Persons","249","units","0","v129137","12.97","0","","","","0"
"2020-02","Yukon","2016A000260","Morocco","Persons","249","units","0","v129137","12.97","0","","","","0"
"2020-03","Yukon","2016A000260","Morocco","Persons","249","units","0","v129137","12.97","0","","","","0"
"2020-04","Yukon","2016A000260","Morocco","Persons","249","units","0","v129137","12.97","0","","","","0"
"2019-12","Yukon","2016A000260","Mozambique","Persons","249","units","0","v129138","12.98","0","","","","0"
"2020-01","Yukon","2016A000260","Mozambique","Persons","249","units","0","v129138","12.98","0","","","","0"
"2020-02","Yukon","2016A000260","Mozambique","Persons","249","units","0","v129138","12.98","0","","","","0"
"2020-03","Yukon","2016A000260","Mozambique","Persons","249","units","0","v129138","12.98","0","","","","0"
"2020-04","Yukon","2016A000260","Mozambique","Persons","249","units","0","v129138","12.98","0","","","","0"
"2019-12","Yukon","2016A000260","Namibia","Persons","249","units","0","v129139","12.99","0","","","","0"
"2020-01","Yukon","2016A000260","Namibia","Persons","249","units","0","v129139","12.99","0","","","","0"
"2020-02","Yukon","2016A000260","Namibia","Persons","249","units","0","v129139","12.99","0","","","","0"
"2020-03","Yukon","2016A000260","Namibia","Persons","249","units","0","v129139","12.99","0","","","","0"
"2020-04","Yukon","2016A000260","Namibia","Persons","249","units","0","v129139","12.99","0","","","","0"
"2019-12","Yukon","2016A000260","Niger","Persons","249","units","0","v129140","12.100","0","","","","0"
"2020-01","Yukon","2016A000260","Niger","Persons","249","units","0","v129140","12.100","0","","","","0"
"2020-02","Yukon","2016A000260","Niger","Persons","249","units","0","v129140","12.100","0","","","","0"
"2020-03","Yukon","2016A000260","Niger","Persons","249","units","0","v129140","12.100","0","","","","0"
"2020-04","Yukon","2016A000260","Niger","Persons","249","units","0","v129140","12.100","0","","","","0"
"2019-12","Yukon","2016A000260","Nigeria","Persons","249","units","0","v129141","12.101","0","","","","0"
"2020-01","Yukon","2016A000260","Nigeria","Persons","249","units","0","v129141","12.101","0","","","","0"
"2020-02","Yukon","2016A000260","Nigeria","Persons","249","units","0","v129141","12.101","0","","","","0"
"2020-03","Yukon","2016A000260","Nigeria","Persons","249","units","0","v129141","12.101","0","","","","0"
"2020-04","Yukon","2016A000260","Nigeria","Persons","249","units","0","v129141","12.101","0","","","","0"
"2019-12","Yukon","2016A000260","Saint Helena","Persons","249","units","0","v129151","12.110","0","","","","0"
"2020-01","Yukon","2016A000260","Saint Helena","Persons","249","units","0","v129151","12.110","0","","","","0"
"2020-02","Yukon","2016A000260","Saint Helena","Persons","249","units","0","v129151","12.110","0","","","","0"
"2020-03","Yukon","2016A000260","Saint Helena","Persons","249","units","0","v129151","12.110","0","","","","0"
"2020-04","Yukon","2016A000260","Saint Helena","Persons","249","units","0","v129151","12.110","0","","","","0"
"2019-12","Yukon","2016A000260","Senegal","Persons","249","units","0","v129146","12.105","0","","","","0"
"2020-01","Yukon","2016A000260","Senegal","Persons","249","units","0","v129146","12.105","0","","","","0"
"2020-02","Yukon","2016A000260","Senegal","Persons","249","units","0","v129146","12.105","0","","","","0"
"2020-03","Yukon","2016A000260","Senegal","Persons","249","units","0","v129146","12.105","0","","","","0"
"2020-04","Yukon","2016A000260","Senegal","Persons","249","units","0","v129146","12.105","0","","","","0"
"2019-12","Yukon","2016A000260","Sierra Leone","Persons","249","units","0","v129148","12.107","0","","","","0"
"2020-01","Yukon","2016A000260","Sierra Leone","Persons","249","units","0","v129148","12.107","0","","","","0"
"2020-02","Yukon","2016A000260","Sierra Leone","Persons","249","units","0","v129148","12.107","0","","","","0"
"2020-03","Yukon","2016A000260","Sierra Leone","Persons","249","units","0","v129148","12.107","0","","","","0"
"2020-04","Yukon","2016A000260","Sierra Leone","Persons","249","units","0","v129148","12.107","0","","","","0"
"2019-12","Yukon","2016A000260","Togo","Persons","249","units","0","v129156","12.114","0","","","","0"
"2020-01","Yukon","2016A000260","Togo","Persons","249","units","0","v129156","12.114","0","","","","0"
"2020-02","Yukon","2016A000260","Togo","Persons","249","units","0","v129156","12.114","0","","","","0"
"2020-03","Yukon","2016A000260","Togo","Persons","249","units","0","v129156","12.114","0","","","","0"
"2020-04","Yukon","2016A000260","Togo","Persons","249","units","0","v129156","12.114","0","","","","0"
"2019-12","Yukon","2016A000260","Réunion","Persons","249","units","0","v129142","12.102","0","","","","0"
"2020-01","Yukon","2016A000260","Réunion","Persons","249","units","0","v129142","12.102","0","","","","0"
"2020-02","Yukon","2016A000260","Réunion","Persons","249","units","0","v129142","12.102","0","","","","0"
"2020-03","Yukon","2016A000260","Réunion","Persons","249","units","0","v129142","12.102","0","","","","0"
"2020-04","Yukon","2016A000260","Réunion","Persons","249","units","0","v129142","12.102","0","","","","0"
"2019-12","Yukon","2016A000260","Rwanda","Persons","249","units","0","v129144","12.103","0","","","","0"
"2020-01","Yukon","2016A000260","Rwanda","Persons","249","units","0","v129144","12.103","0","","","","0"
"2020-02","Yukon","2016A000260","Rwanda","Persons","249","units","0","v129144","12.103","0","","","","0"
"2020-03","Yukon","2016A000260","Rwanda","Persons","249","units","0","v129144","12.103","0","","","","0"
"2020-04","Yukon","2016A000260","Rwanda","Persons","249","units","0","v129144","12.103","0","","","","0"
"2019-12","Yukon","2016A000260","Sao Tome and Principe","Persons","249","units","0","v129145","12.104","0","","","","0"
"2020-01","Yukon","2016A000260","Sao Tome and Principe","Persons","249","units","0","v129145","12.104","0","","","","0"
"2020-02","Yukon","2016A000260","Sao Tome and Principe","Persons","249","units","0","v129145","12.104","0","","","","0"
"2020-03","Yukon","2016A000260","Sao Tome and Principe","Persons","249","units","0","v129145","12.104","0","","","","0"
"2020-04","Yukon","2016A000260","Sao Tome and Principe","Persons","249","units","0","v129145","12.104","0","","","","0"
"2019-12","Yukon","2016A000260","Seychelles","Persons","249","units","0","v129147","12.106","0","","","","0"
"2020-01","Yukon","2016A000260","Seychelles","Persons","249","units","0","v129147","12.106","0","","","","0"
"2020-02","Yukon","2016A000260","Seychelles","Persons","249","units","0","v129147","12.106","0","","","","0"
"2020-03","Yukon","2016A000260","Seychelles","Persons","249","units","0","v129147","12.106","0","","","","0"
"2020-04","Yukon","2016A000260","Seychelles","Persons","249","units","0","v129147","12.106","0","","","","0"
"2019-12","Yukon","2016A000260","Somalia","Persons","249","units","0","v129149","12.108","0","","","","0"
"2020-01","Yukon","2016A000260","Somalia","Persons","249","units","0","v129149","12.108","0","","","","0"
"2020-02","Yukon","2016A000260","Somalia","Persons","249","units","0","v129149","12.108","0","","","","0"
"2020-03","Yukon","2016A000260","Somalia","Persons","249","units","0","v129149","12.108","0","","","","0"
"2020-04","Yukon","2016A000260","Somalia","Persons","249","units","0","v129149","12.108","0","","","","0"
"2019-12","Yukon","2016A000260","South Africa, Republic of","Persons","249","units","0","v129150","12.109","0","","","","0"
"2020-01","Yukon","2016A000260","South Africa, Republic of","Persons","249","units","0","v129150","12.109","0","","","","0"
"2020-02","Yukon","2016A000260","South Africa, Republic of","Persons","249","units","0","v129150","12.109","0","","","","0"
"2020-03","Yukon","2016A000260","South Africa, Republic of","Persons","249","units","0","v129150","12.109","6","","","","0"
"2020-04","Yukon","2016A000260","South Africa, Republic of","Persons","249","units","0","v129150","12.109","0","","","","0"
"2019-12","Yukon","2016A000260","South Sudan","Persons","249","units","0","v122610726","12.270","0","","","","0"
"2020-01","Yukon","2016A000260","South Sudan","Persons","249","units","0","v122610726","12.270","0","","","","0"
"2020-02","Yukon","2016A000260","South Sudan","Persons","249","units","0","v122610726","12.270","0","","","","0"
"2020-03","Yukon","2016A000260","South Sudan","Persons","249","units","0","v122610726","12.270","0","","","","0"
"2020-04","Yukon","2016A000260","South Sudan","Persons","249","units","0","v122610726","12.270","0","","","","0"
"2019-12","Yukon","2016A000260","Sudan","Persons","249","units","0","v129152","12.111","0","","","","0"
"2020-01","Yukon","2016A000260","Sudan","Persons","249","units","0","v129152","12.111","0","","","","0"
"2020-02","Yukon","2016A000260","Sudan","Persons","249","units","0","v129152","12.111","0","","","","0"
"2020-03","Yukon","2016A000260","Sudan","Persons","249","units","0","v129152","12.111","0","","","","0"
"2020-04","Yukon","2016A000260","Sudan","Persons","249","units","0","v129152","12.111","0","","","","0"
"2019-12","Yukon","2016A000260","Swaziland","Persons","249","units","0","v129153","12.112","0","","","","0"
"2020-01","Yukon","2016A000260","Swaziland","Persons","249","units","0","v129153","12.112","0","","","","0"
"2020-02","Yukon","2016A000260","Swaziland","Persons","249","units","0","v129153","12.112","0","","","","0"
"2020-03","Yukon","2016A000260","Swaziland","Persons","249","units","0","v129153","12.112","0","","","","0"
"2020-04","Yukon","2016A000260","Swaziland","Persons","249","units","0","v129153","12.112","0","","","","0"
"2019-12","Yukon","2016A000260","Tanzania","Persons","249","units","0","v129155","12.113","0","","","","0"
"2020-01","Yukon","2016A000260","Tanzania","Persons","249","units","0","v129155","12.113","0","","","","0"
"2020-02","Yukon","2016A000260","Tanzania","Persons","249","units","0","v129155","12.113","0","","","","0"
"2020-03","Yukon","2016A000260","Tanzania","Persons","249","units","0","v129155","12.113","0","","","","0"
"2020-04","Yukon","2016A000260","Tanzania","Persons","249","units","0","v129155","12.113","0","","","","0"
"2019-12","Yukon","2016A000260","Tunisia","Persons","249","units","0","v129158","12.116","0","","","","0"
"2020-01","Yukon","2016A000260","Tunisia","Persons","249","units","0","v129158","12.116","0","","","","0"
"2020-02","Yukon","2016A000260","Tunisia","Persons","249","units","0","v129158","12.116","0","","","","0"
"2020-03","Yukon","2016A000260","Tunisia","Persons","249","units","0","v129158","12.116","0","","","","0"
"2020-04","Yukon","2016A000260","Tunisia","Persons","249","units","0","v129158","12.116","0","","","","0"
"2019-12","Yukon","2016A000260","Uganda","Persons","249","units","0","v129159","12.117","0","","","","0"
"2020-01","Yukon","2016A000260","Uganda","Persons","249","units","0","v129159","12.117","0","","","","0"
"2020-02","Yukon","2016A000260","Uganda","Persons","249","units","0","v129159","12.117","0","","","","0"
"2020-03","Yukon","2016A000260","Uganda","Persons","249","units","0","v129159","12.117","0","","","","0"
"2020-04","Yukon","2016A000260","Uganda","Persons","249","units","0","v129159","12.117","0","","","","0"
"2019-12","Yukon","2016A000260","Western Sahara","Persons","249","units","0","v129161","12.119","0","","","","0"
"2020-01","Yukon","2016A000260","Western Sahara","Persons","249","units","0","v129161","12.119","0","","","","0"
"2020-02","Yukon","2016A000260","Western Sahara","Persons","249","units","0","v129161","12.119","0","","","","0"
"2020-03","Yukon","2016A000260","Western Sahara","Persons","249","units","0","v129161","12.119","0","","","","0"
"2020-04","Yukon","2016A000260","Western Sahara","Persons","249","units","0","v129161","12.119","0","","","","0"
"2019-12","Yukon","2016A000260","Zambia","Persons","249","units","0","v129163","12.121","0","","","","0"
"2020-01","Yukon","2016A000260","Zambia","Persons","249","units","0","v129163","12.121","0","","","","0"
"2020-02","Yukon","2016A000260","Zambia","Persons","249","units","0","v129163","12.121","0","","","","0"
"2020-03","Yukon","2016A000260","Zambia","Persons","249","units","0","v129163","12.121","0","","","","0"
"2020-04","Yukon","2016A000260","Zambia","Persons","249","units","0","v129163","12.121","0","","","","0"
"2019-12","Yukon","2016A000260","Zimbabwe","Persons","249","units","0","v129164","12.122","0","","","","0"
"2020-01","Yukon","2016A000260","Zimbabwe","Persons","249","units","0","v129164","12.122","0","","","","0"
"2020-02","Yukon","2016A000260","Zimbabwe","Persons","249","units","0","v129164","12.122","0","","","","0"
"2020-03","Yukon","2016A000260","Zimbabwe","Persons","249","units","0","v129164","12.122","0","","","","0"
"2020-04","Yukon","2016A000260","Zimbabwe","Persons","249","units","0","v129164","12.122","0","","","","0"
"2019-12","Yukon","2016A000260","Africa, not elsewhere classified","Persons","249","units","0","v129110","12.64","0","","","","0"
"2020-01","Yukon","2016A000260","Africa, not elsewhere classified","Persons","249","units","0","v129110","12.64","0","","","","0"
"2020-02","Yukon","2016A000260","Africa, not elsewhere classified","Persons","249","units","0","v129110","12.64","0","","","","0"
"2020-03","Yukon","2016A000260","Africa, not elsewhere classified","Persons","249","units","0","v129110","12.64","0","","","","0"
"2020-04","Yukon","2016A000260","Africa, not elsewhere classified","Persons","249","units","0","v129110","12.64","0","","","","0"
"2019-12","Yukon","2016A000260","Afghanistan","Persons","249","units","0","v129176","12.129","0","","","","0"
"2020-01","Yukon","2016A000260","Afghanistan","Persons","249","units","0","v129176","12.129","0","","","","0"
"2020-02","Yukon","2016A000260","Afghanistan","Persons","249","units","0","v129176","12.129","0","","","","0"
"2020-03","Yukon","2016A000260","Afghanistan","Persons","249","units","0","v129176","12.129","0","","","","0"
"2020-04","Yukon","2016A000260","Afghanistan","Persons","249","units","0","v129176","12.129","0","","","","0"
"2019-12","Yukon","2016A000260","Armenia","Persons","249","units","0","v129087","12.19","0","","","","0"
"2020-01","Yukon","2016A000260","Armenia","Persons","249","units","0","v129087","12.19","0","","","","0"
"2020-02","Yukon","2016A000260","Armenia","Persons","249","units","0","v129087","12.19","0","","","","0"
"2020-03","Yukon","2016A000260","Armenia","Persons","249","units","0","v129087","12.19","0","","","","0"
"2020-04","Yukon","2016A000260","Armenia","Persons","249","units","0","v129087","12.19","0","","","","0"
"2019-12","Yukon","2016A000260","Azerbaijan","Persons","249","units","0","v129096","12.20","0","","","","0"
"2020-01","Yukon","2016A000260","Azerbaijan","Persons","249","units","0","v129096","12.20","0","","","","0"
"2020-02","Yukon","2016A000260","Azerbaijan","Persons","249","units","0","v129096","12.20","0","","","","0"
"2020-03","Yukon","2016A000260","Azerbaijan","Persons","249","units","0","v129096","12.20","0","","","","0"
"2020-04","Yukon","2016A000260","Azerbaijan","Persons","249","units","0","v129096","12.20","0","","","","0"
"2019-12","Yukon","2016A000260","Bahrain","Persons","249","units","0","v129198","12.131","0","","","","0"
"2020-01","Yukon","2016A000260","Bahrain","Persons","249","units","0","v129198","12.131","0","","","","0"
"2020-02","Yukon","2016A000260","Bahrain","Persons","249","units","0","v129198","12.131","0","","","","0"
"2020-03","Yukon","2016A000260","Bahrain","Persons","249","units","0","v129198","12.131","0","","","","0"
"2020-04","Yukon","2016A000260","Bahrain","Persons","249","units","0","v129198","12.131","0","","","","0"
"2019-12","Yukon","2016A000260","Bangladesh","Persons","249","units","0","v129209","12.132","0","","","","0"
"2020-01","Yukon","2016A000260","Bangladesh","Persons","249","units","0","v129209","12.132","0","","","","0"
"2020-02","Yukon","2016A000260","Bangladesh","Persons","249","units","0","v129209","12.132","0","","","","0"
"2020-03","Yukon","2016A000260","Bangladesh","Persons","249","units","0","v129209","12.132","0","","","","0"
"2020-04","Yukon","2016A000260","Bangladesh","Persons","249","units","0","v129209","12.132","0","","","","0"
"2019-12","Yukon","2016A000260","Bhutan","Persons","249","units","0","v129210","12.133","0","","","","0"
"2020-01","Yukon","2016A000260","Bhutan","Persons","249","units","0","v129210","12.133","0","","","","0"
"2020-02","Yukon","2016A000260","Bhutan","Persons","249","units","0","v129210","12.133","0","","","","0"
"2020-03","Yukon","2016A000260","Bhutan","Persons","249","units","0","v129210","12.133","0","","","","0"
"2020-04","Yukon","2016A000260","Bhutan","Persons","249","units","0","v129210","12.133","0","","","","0"
"2019-12","Yukon","2016A000260","British Indian Ocean Territory","Persons","249","units","0","v122610727","12.273","0","","","","0"
"2020-01","Yukon","2016A000260","British Indian Ocean Territory","Persons","249","units","0","v122610727","12.273","0","","","","0"
"2020-02","Yukon","2016A000260","British Indian Ocean Territory","Persons","249","units","0","v122610727","12.273","0","","","","0"
"2020-03","Yukon","2016A000260","British Indian Ocean Territory","Persons","249","units","0","v122610727","12.273","0","","","","0"
"2020-04","Yukon","2016A000260","British Indian Ocean Territory","Persons","249","units","0","v122610727","12.273","0","","","","0"
"2019-12","Yukon","2016A000260","Brunei Darussalam","Persons","249","units","0","v129211","12.134","0","","","","0"
"2020-01","Yukon","2016A000260","Brunei Darussalam","Persons","249","units","0","v129211","12.134","0","","","","0"
"2020-02","Yukon","2016A000260","Brunei Darussalam","Persons","249","units","0","v129211","12.134","0","","","","0"
"2020-03","Yukon","2016A000260","Brunei Darussalam","Persons","249","units","0","v129211","12.134","0","","","","0"
"2020-04","Yukon","2016A000260","Brunei Darussalam","Persons","249","units","0","v129211","12.134","0","","","","0"
"2019-12","Yukon","2016A000260","Burma (Myanmar)","Persons","249","units","0","v129192","12.152","0","","","","0"
"2020-01","Yukon","2016A000260","Burma (Myanmar)","Persons","249","units","0","v129192","12.152","0","","","","0"
"2020-02","Yukon","2016A000260","Burma (Myanmar)","Persons","249","units","0","v129192","12.152","0","","","","0"
"2020-03","Yukon","2016A000260","Burma (Myanmar)","Persons","249","units","0","v129192","12.152","0","","","","0"
"2020-04","Yukon","2016A000260","Burma (Myanmar)","Persons","249","units","0","v129192","12.152","0","","","","0"
"2019-12","Yukon","2016A000260","Cambodia","Persons","249","units","0","v129212","12.135","0","","","","0"
"2020-01","Yukon","2016A000260","Cambodia","Persons","249","units","0","v129212","12.135","0","","","","0"
"2020-02","Yukon","2016A000260","Cambodia","Persons","249","units","0","v129212","12.135","0","","","","0"
"2020-03","Yukon","2016A000260","Cambodia","Persons","249","units","0","v129212","12.135","0","","","","0"
"2020-04","Yukon","2016A000260","Cambodia","Persons","249","units","0","v129212","12.135","0","","","","0"
"2019-12","Yukon","2016A000260","China","Persons","249","units","0","v129213","12.136","1","","","","0"
"2020-01","Yukon","2016A000260","China","Persons","249","units","0","v129213","12.136","0","","","","0"
"2020-02","Yukon","2016A000260","China","Persons","249","units","0","v129213","12.136","0","","","","0"
"2020-03","Yukon","2016A000260","China","Persons","249","units","0","v129213","12.136","7","","","","0"
"2020-04","Yukon","2016A000260","China","Persons","249","units","0","v129213","12.136","0","","","","0"
"2019-12","Yukon","2016A000260","Cyprus","Persons","249","units","0","v129214","12.137","0","","","","0"
"2020-01","Yukon","2016A000260","Cyprus","Persons","249","units","0","v129214","12.137","0","","","","0"
"2020-02","Yukon","2016A000260","Cyprus","Persons","249","units","0","v129214","12.137","0","","","","0"
"2020-03","Yukon","2016A000260","Cyprus","Persons","249","units","0","v129214","12.137","0","","","","0"
"2020-04","Yukon","2016A000260","Cyprus","Persons","249","units","0","v129214","12.137","0","","","","0"
"2019-12","Yukon","2016A000260","Georgia","Persons","249","units","0","v129062","12.32","0","","","","0"
"2020-01","Yukon","2016A000260","Georgia","Persons","249","units","0","v129062","12.32","0","","","","0"
"2020-02","Yukon","2016A000260","Georgia","Persons","249","units","0","v129062","12.32","0","","","","0"
"2020-03","Yukon","2016A000260","Georgia","Persons","249","units","0","v129062","12.32","0","","","","0"
"2020-04","Yukon","2016A000260","Georgia","Persons","249","units","0","v129062","12.32","0","","","","0"
"2019-12","Yukon","2016A000260","Hong Kong","Persons","249","units","0","v129171","12.124","0","","","","0"
"2020-01","Yukon","2016A000260","Hong Kong","Persons","249","units","0","v129171","12.124","0","","","","0"
"2020-02","Yukon","2016A000260","Hong Kong","Persons","249","units","0","v129171","12.124","0","","","","0"
"2020-03","Yukon","2016A000260","Hong Kong","Persons","249","units","0","v129171","12.124","0","","","","0"
"2020-04","Yukon","2016A000260","Hong Kong","Persons","249","units","0","v129171","12.124","0","","","","0"
"2019-12","Yukon","2016A000260","India","Persons","249","units","0","v129172","12.125","4","","","","0"
"2020-01","Yukon","2016A000260","India","Persons","249","units","0","v129172","12.125","2","","","","0"
"2020-02","Yukon","2016A000260","India","Persons","249","units","0","v129172","12.125","0","","","","0"
"2020-03","Yukon","2016A000260","India","Persons","249","units","0","v129172","12.125","1","","","","0"
"2020-04","Yukon","2016A000260","India","Persons","249","units","0","v129172","12.125","0","","","","0"
"2019-12","Yukon","2016A000260","Indonesia","Persons","249","units","0","v129178","12.139","0","","","","0"
"2020-01","Yukon","2016A000260","Indonesia","Persons","249","units","0","v129178","12.139","0","","","","0"
"2020-02","Yukon","2016A000260","Indonesia","Persons","249","units","0","v129178","12.139","0","","","","0"
"2020-03","Yukon","2016A000260","Indonesia","Persons","249","units","0","v129178","12.139","0","","","","0"
"2020-04","Yukon","2016A000260","Indonesia","Persons","249","units","0","v129178","12.139","0","","","","0"
"2019-12","Yukon","2016A000260","Iran","Persons","249","units","0","v129179","12.140","0","","","","0"
"2020-01","Yukon","2016A000260","Iran","Persons","249","units","0","v129179","12.140","0","","","","0"
"2020-02","Yukon","2016A000260","Iran","Persons","249","units","0","v129179","12.140","0","","","","0"
"2020-03","Yukon","2016A000260","Iran","Persons","249","units","0","v129179","12.140","0","","","","0"
"2020-04","Yukon","2016A000260","Iran","Persons","249","units","0","v129179","12.140","0","","","","0"
"2019-12","Yukon","2016A000260","Iraq","Persons","249","units","0","v129180","12.141","0","","","","0"
